"institution"	"rating"	"valid_through"	"URL"	"latest_report"	"purchasing"	"dining"
"Florida International University"	"Silver
                
                    *"	"Feb. 17, 2021"	"https://reports.aashe.org/institutions/florida-international-university-fl/report/"	"https://reports.aashe.org/institutions/florida-international-university-fl/report/2017-08-22/"	"https://reports.aashe.org/institutions/florida-international-university-fl/report/2017-08-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/florida-international-university-fl/report/2017-08-22/OP/food-dining/OP-8/"
"George Brown College"	"Silver"	"Nov. 24, 2023"	"https://reports.aashe.org/institutions/george-brown-college-on/report/"	"https://reports.aashe.org/institutions/george-brown-college-on/report/2020-04-30/"	"https://reports.aashe.org/institutions/george-brown-college-on/report/2020-04-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/george-brown-college-on/report/2020-04-30/OP/food-dining/OP-8/"
"Georgia Institute of Technology"	"Silver"	"May 12, 2024"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/2021-03-02/"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/2021-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/georgia-institute-of-technology-ga/report/2021-03-02/OP/food-dining/OP-8/"
"Goshen College"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/goshen-college-in/report/"	"https://reports.aashe.org/institutions/goshen-college-in/report/2020-03-06/"	"https://reports.aashe.org/institutions/goshen-college-in/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/goshen-college-in/report/2020-03-06/OP/food-dining/OP-8/"
"Harvey Mudd College"	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/2019-03-01/"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/harvey-mudd-college-ca/report/2019-03-01/OP/food-dining/OP-8/"
"Haverford College"	"Silver"	"May 12, 2024"	"https://reports.aashe.org/institutions/haverford-college-pa/report/"	"https://reports.aashe.org/institutions/haverford-college-pa/report/2020-06-29/"	"https://reports.aashe.org/institutions/haverford-college-pa/report/2020-06-29/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/haverford-college-pa/report/2020-06-29/OP/food-dining/OP-8/"
"Hobart and William Smith Colleges"	"Silver"	"March 25, 2024"	"https://reports.aashe.org/institutions/hobart-and-william-smith-colleges-ny/report/"	"https://reports.aashe.org/institutions/hobart-and-william-smith-colleges-ny/report/2021-03-05/"	"https://reports.aashe.org/institutions/hobart-and-william-smith-colleges-ny/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/hobart-and-william-smith-colleges-ny/report/2021-03-05/OP/food-dining/OP-8/"
"Hope College"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/hope-college-mi/report/"	"https://reports.aashe.org/institutions/hope-college-mi/report/2020-03-06/"	"https://reports.aashe.org/institutions/hope-college-mi/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/hope-college-mi/report/2020-03-06/OP/food-dining/OP-8/"
"Indiana State University"	"Silver"	"Feb. 25, 2022"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/2019-02-26/"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/2019-02-26/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/indiana-state-university-in/report/2019-02-26/OP/food-dining/OP-8/"
"Johnson County Community College"	"Silver
                
                    *"	"Jan. 23, 2021"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/2017-07-28/"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/2017-07-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/johnson-county-community-college-ks/report/2017-07-28/OP/food-dining/OP-8/"
"Kenyon College"	"Silver"	"March 4, 2024"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/2021-01-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/kenyon-college-oh/report/2021-01-20/OP/food-dining/OP-7/"
"Knox College"	"Silver"	"Feb. 22, 2024"	"https://reports.aashe.org/institutions/knox-college-il/report/"	"https://reports.aashe.org/institutions/knox-college-il/report/2020-12-18/"	"https://reports.aashe.org/institutions/knox-college-il/report/2020-12-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/knox-college-il/report/2020-12-18/OP/food-dining/OP-8/"
"Lafayette College"	"Silver"	"March 3, 2023"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/2020-03-03/"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/2020-03-03/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lafayette-college-pa/report/2020-03-03/OP/food-dining/OP-8/"
"Lane Community College"	"Silver"	"May 5, 2024"	"https://reports.aashe.org/institutions/lane-community-college-or/report/"	"https://reports.aashe.org/institutions/lane-community-college-or/report/"	"https://reports.aashe.org/institutions/lane-community-college-or/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lane-community-college-or/report/2021-03-05/OP/food-dining/OP-7/"
"Langara College"	"Silver"	"Aug. 26, 2024"	"https://reports.aashe.org/institutions/langara-college-bc/report/"	"https://reports.aashe.org/institutions/langara-college-bc/report/"	"https://reports.aashe.org/institutions/langara-college-bc/report/2021-06-24/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/langara-college-bc/report/2021-06-24/OP/food-dining/OP-7/"
"Lawrence University"	"Silver"	"Sept. 22, 2022"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/2019-09-23/"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/2019-09-23/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/lawrence-university-wi/report/2019-09-23/OP/food-dining/OP-8/"
"Louisiana State University"	"Silver"	"Aug. 27, 2021"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/2018-03-01/"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/2018-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/louisiana-state-university-la/report/2018-03-01/OP/food-dining/OP-8/"
"MacEwan University"	"Silver"	"Aug. 30, 2021"	"https://reports.aashe.org/institutions/macewan-university-ab/report/"	"https://reports.aashe.org/institutions/macewan-university-ab/report/2018-08-31/"	"https://reports.aashe.org/institutions/macewan-university-ab/report/2018-08-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/macewan-university-ab/report/2018-08-31/OP/food-dining/OP-8/"
"Michigan Technological University"	"Silver"	"Oct. 14, 2023"	"https://reports.aashe.org/institutions/michigan-technological-university-mi/report/"	"https://reports.aashe.org/institutions/michigan-technological-university-mi/report/"	"https://reports.aashe.org/institutions/michigan-technological-university-mi/report/2020-07-08/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/michigan-technological-university-mi/report/2020-07-08/OP/food-dining/OP-7/"
"Mills College"	"Silver"	"May 17, 2024"	"https://reports.aashe.org/institutions/mills-college-ca/report/"	"https://reports.aashe.org/institutions/mills-college-ca/report/2021-02-10/"	"https://reports.aashe.org/institutions/mills-college-ca/report/2021-02-10/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/mills-college-ca/report/2021-02-10/OP/food-dining/OP-8/"
"Missouri State University"	"Silver"	"May 19, 2024"	"https://reports.aashe.org/institutions/missouri-state-university-mo/report/"	"https://reports.aashe.org/institutions/missouri-state-university-mo/report/2021-04-05/"	"https://reports.aashe.org/institutions/missouri-state-university-mo/report/2021-04-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/missouri-state-university-mo/report/2021-04-05/OP/food-dining/OP-8/"
"Mohammed VI Polytechnic University"	"Silver"	"Oct. 28, 2023"	"https://reports.aashe.org/institutions/mohammed-vi-polytechnic-university-no-state/report/"	"https://reports.aashe.org/institutions/mohammed-vi-polytechnic-university-no-state/report/"	"https://reports.aashe.org/institutions/mohammed-vi-polytechnic-university-no-state/report/2020-08-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/mohammed-vi-polytechnic-university-no-state/report/2020-08-31/OP/food-dining/OP-7/"
"Montana State University"	"Silver"	"Feb. 18, 2022"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/2019-02-19/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/montana-state-university-mt/report/2019-02-19/OP/food-dining/OP-7/"
"Mount Royal University"	"Silver"	"Oct. 16, 2022"	"https://reports.aashe.org/institutions/mount-royal-university-ab/report/"	"https://reports.aashe.org/institutions/mount-royal-university-ab/report/"	"https://reports.aashe.org/institutions/mount-royal-university-ab/report/2019-10-17/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/mount-royal-university-ab/report/2019-10-17/OP/food-dining/OP-7/"
"North Seattle College"	"Silver
                
                    *"	"June 11, 2021"	"https://reports.aashe.org/institutions/north-seattle-community-college-wa/report/"	"https://reports.aashe.org/institutions/north-seattle-community-college-wa/report/2017-12-14/"	"https://reports.aashe.org/institutions/north-seattle-community-college-wa/report/2017-12-14/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/north-seattle-community-college-wa/report/2017-12-14/OP/food-dining/OP-8/"
"Northern Michigan University"	"Silver"	"Feb. 17, 2023"	"https://reports.aashe.org/institutions/northern-michigan-university-mi/report/"	"https://reports.aashe.org/institutions/northern-michigan-university-mi/report/2020-02-18/"	"https://reports.aashe.org/institutions/northern-michigan-university-mi/report/2020-02-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/northern-michigan-university-mi/report/2020-02-18/OP/food-dining/OP-8/"
"Ohio University"	"Silver"	"Oct. 28, 2024"	"https://reports.aashe.org/institutions/ohio-university-oh/report/"	"https://reports.aashe.org/institutions/ohio-university-oh/report/2021-08-11/"	"https://reports.aashe.org/institutions/ohio-university-oh/report/2021-08-11/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/ohio-university-oh/report/2021-08-11/OP/food-dining/OP-8/"
"Oklahoma State University"	"Silver"	"Oct. 19, 2024"	"https://reports.aashe.org/institutions/oklahoma-state-university-ok/report/"	"https://reports.aashe.org/institutions/oklahoma-state-university-ok/report/2021-08-25/"	"https://reports.aashe.org/institutions/oklahoma-state-university-ok/report/2021-08-25/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/oklahoma-state-university-ok/report/2021-08-25/OP/food-dining/OP-8/"
"Orange County Community College"	"Silver"	"Jan. 13, 2022"	"https://reports.aashe.org/institutions/orange-county-community-college-ny/report/"	"https://reports.aashe.org/institutions/orange-county-community-college-ny/report/2019-01-14/"	"https://reports.aashe.org/institutions/orange-county-community-college-ny/report/2019-01-14/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/orange-county-community-college-ny/report/2019-01-14/OP/food-dining/OP-8/"
"Pacific University"	"Silver"	"Dec. 19, 2021"	"https://reports.aashe.org/institutions/pacific-university-or/report/"	"https://reports.aashe.org/institutions/pacific-university-or/report/2018-12-20/"	"https://reports.aashe.org/institutions/pacific-university-or/report/2018-12-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/pacific-university-or/report/2018-12-20/OP/food-dining/OP-8/"
"Pitzer College"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/pitzer-college-ca/report/"	"https://reports.aashe.org/institutions/pitzer-college-ca/report/2020-03-06/"	"https://reports.aashe.org/institutions/pitzer-college-ca/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/pitzer-college-ca/report/2020-03-06/OP/food-dining/OP-8/"
"Portland Community College"	"Silver"	"April 11, 2024"	"https://reports.aashe.org/institutions/portland-community-college-or/report/"	"https://reports.aashe.org/institutions/portland-community-college-or/report/2021-03-05/"	"https://reports.aashe.org/institutions/portland-community-college-or/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/portland-community-college-or/report/2021-03-05/OP/food-dining/OP-8/"
"Pratt Institute"	"Silver"	"May 9, 2024"	"https://reports.aashe.org/institutions/pratt-institute-ny/report/"	"https://reports.aashe.org/institutions/pratt-institute-ny/report/2021-03-05/"	"https://reports.aashe.org/institutions/pratt-institute-ny/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/pratt-institute-ny/report/2021-03-05/OP/food-dining/OP-8/"
"Principia College"	"Silver"	"May 12, 2024"	"https://reports.aashe.org/institutions/principia-college-il/report/"	"https://reports.aashe.org/institutions/principia-college-il/report/2021-03-05/"	"https://reports.aashe.org/institutions/principia-college-il/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/principia-college-il/report/2021-03-05/OP/food-dining/OP-8/"
"Purchase College - State University of New York"	"Silver"	"Oct. 30, 2022"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-purchase-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-purchase-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-purchase-ny/report/2019-10-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-purchase-ny/report/2019-10-31/OP/food-dining/OP-7/"
"Radford University"	"Silver"	"May 20, 2022"	"https://reports.aashe.org/institutions/radford-university-va/report/"	"https://reports.aashe.org/institutions/radford-university-va/report/"	"https://reports.aashe.org/institutions/radford-university-va/report/2019-05-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/radford-university-va/report/2019-05-21/OP/food-dining/OP-7/"
"Raritan Valley Community College"	"Silver"	"July 30, 2022"	"https://reports.aashe.org/institutions/raritan-valley-community-college-nj/report/"	"https://reports.aashe.org/institutions/raritan-valley-community-college-nj/report/2019-07-31/"	"https://reports.aashe.org/institutions/raritan-valley-community-college-nj/report/2019-07-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/raritan-valley-community-college-nj/report/2019-07-31/OP/food-dining/OP-8/"
"Rochester Institute of Technology"	"Silver"	"Sept. 25, 2021"	"https://reports.aashe.org/institutions/rochester-institute-of-technology-ny/report/"	"https://reports.aashe.org/institutions/rochester-institute-of-technology-ny/report/2018-03-30/"	"https://reports.aashe.org/institutions/rochester-institute-of-technology-ny/report/2018-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/rochester-institute-of-technology-ny/report/2018-03-30/OP/food-dining/OP-8/"
"Ryerson University"	"Silver"	"Jan. 27, 2024"	"https://reports.aashe.org/institutions/ryerson-university-on/report/"	"https://reports.aashe.org/institutions/ryerson-university-on/report/"	"https://reports.aashe.org/institutions/ryerson-university-on/report/2020-12-09/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/ryerson-university-on/report/2020-12-09/OP/food-dining/OP-7/"
"Saint Joseph's College - ME"	"Silver
                
                    *"	"Jan. 13, 2021"	"https://reports.aashe.org/institutions/saint-josephs-college-me/report/"	"https://reports.aashe.org/institutions/saint-josephs-college-me/report/2017-07-18/"	"https://reports.aashe.org/institutions/saint-josephs-college-me/report/2017-07-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/saint-josephs-college-me/report/2017-07-18/OP/food-dining/OP-8/"
"Saint Michael's College"	"Silver"	"July 5, 2024"	"https://reports.aashe.org/institutions/saint-michaels-college-vt/report/"	"https://reports.aashe.org/institutions/saint-michaels-college-vt/report/2021-05-11/"	"https://reports.aashe.org/institutions/saint-michaels-college-vt/report/2021-05-11/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/saint-michaels-college-vt/report/2021-05-11/OP/food-dining/OP-8/"
"San Francisco State University"	"Silver"	"Dec. 4, 2021"	"https://reports.aashe.org/institutions/san-francisco-state-university-ca/report/"	"https://reports.aashe.org/institutions/san-francisco-state-university-ca/report/2018-06-08/"	"https://reports.aashe.org/institutions/san-francisco-state-university-ca/report/2018-06-08/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/san-francisco-state-university-ca/report/2018-06-08/OP/food-dining/OP-8/"
"Seattle Central College"	"Silver"	"June 14, 2024"	"https://reports.aashe.org/institutions/seattle-central-community-college-wa/report/"	"https://reports.aashe.org/institutions/seattle-central-community-college-wa/report/2021-03-31/"	"https://reports.aashe.org/institutions/seattle-central-community-college-wa/report/2021-03-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/seattle-central-community-college-wa/report/2021-03-31/OP/food-dining/OP-8/"
"Selkirk College"	"Silver"	"May 27, 2022"	"https://reports.aashe.org/institutions/selkirk-college-bc/report/"	"https://reports.aashe.org/institutions/selkirk-college-bc/report/2019-05-28/"	"https://reports.aashe.org/institutions/selkirk-college-bc/report/2019-05-28/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/selkirk-college-bc/report/2019-05-28/OP/food-dining/OP-8/"
"Seneca College"	"Silver"	"March 30, 2023"	"https://reports.aashe.org/institutions/seneca-college-on/report/"	"https://reports.aashe.org/institutions/seneca-college-on/report/"	"https://reports.aashe.org/institutions/seneca-college-on/report/2020-03-30/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/seneca-college-on/report/2020-03-30/OP/food-dining/OP-7/"
"Sewanee - The University of the South"	"Silver"	"Dec. 19, 2021"	"https://reports.aashe.org/institutions/sewanee-the-university-of-the-south-tn/report/"	"https://reports.aashe.org/institutions/sewanee-the-university-of-the-south-tn/report/2018-12-20/"	"https://reports.aashe.org/institutions/sewanee-the-university-of-the-south-tn/report/2018-12-20/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/sewanee-the-university-of-the-south-tn/report/2018-12-20/OP/food-dining/OP-8/"
"Sheridan College (Ontario)"	"Silver
                
                    *"	"July 11, 2021"	"https://reports.aashe.org/institutions/sheridan-institute-of-technology-and-advanced-learning-on/report/"	"https://reports.aashe.org/institutions/sheridan-institute-of-technology-and-advanced-learning-on/report/2018-07-12/"	"https://reports.aashe.org/institutions/sheridan-institute-of-technology-and-advanced-learning-on/report/2018-07-12/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/sheridan-institute-of-technology-and-advanced-learning-on/report/2018-07-12/OP/food-dining/OP-8/"
"Slippery Rock University"	"Silver"	"Feb. 21, 2022"	"https://reports.aashe.org/institutions/slippery-rock-university-pa/report/"	"https://reports.aashe.org/institutions/slippery-rock-university-pa/report/2019-02-22/"	"https://reports.aashe.org/institutions/slippery-rock-university-pa/report/2019-02-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/slippery-rock-university-pa/report/2019-02-22/OP/food-dining/OP-8/"
"Smith College"	"Silver"	"March 2, 2023"	"https://reports.aashe.org/institutions/smith-college-ma/report/"	"https://reports.aashe.org/institutions/smith-college-ma/report/2020-03-02/"	"https://reports.aashe.org/institutions/smith-college-ma/report/2020-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/smith-college-ma/report/2020-03-02/OP/food-dining/OP-8/"
"Soka University of America"	"Silver"	"Dec. 18, 2021"	"https://reports.aashe.org/institutions/soka-university-of-america-ca/report/"	"https://reports.aashe.org/institutions/soka-university-of-america-ca/report/2018-06-22/"	"https://reports.aashe.org/institutions/soka-university-of-america-ca/report/2018-06-22/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/soka-university-of-america-ca/report/2018-06-22/OP/food-dining/OP-8/"
"Sonoma State University"	"Silver"	"April 6, 2024"	"https://reports.aashe.org/institutions/sonoma-state-university-ca/report/"	"https://reports.aashe.org/institutions/sonoma-state-university-ca/report/2021-02-18/"	"https://reports.aashe.org/institutions/sonoma-state-university-ca/report/2021-02-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/sonoma-state-university-ca/report/2021-02-18/OP/food-dining/OP-8/"
"South Dakota State University"	"Silver"	"Dec. 8, 2022"	"https://reports.aashe.org/institutions/south-dakota-state-university-sd/report/"	"https://reports.aashe.org/institutions/south-dakota-state-university-sd/report/2019-12-09/"	"https://reports.aashe.org/institutions/south-dakota-state-university-sd/report/2019-12-09/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/south-dakota-state-university-sd/report/2019-12-09/OP/food-dining/OP-8/"
"South Seattle College"	"Silver"	"June 14, 2024"	"https://reports.aashe.org/institutions/south-seattle-community-college-wa/report/"	"https://reports.aashe.org/institutions/south-seattle-community-college-wa/report/2021-03-31/"	"https://reports.aashe.org/institutions/south-seattle-community-college-wa/report/2021-03-31/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/south-seattle-community-college-wa/report/2021-03-31/OP/food-dining/OP-8/"
"Southern Illinois University Carbondale"	"Silver"	"Jan. 9, 2023"	"https://reports.aashe.org/institutions/southern-illinois-university-carbondale-il/report/"	"https://reports.aashe.org/institutions/southern-illinois-university-carbondale-il/report/2020-01-10/"	"https://reports.aashe.org/institutions/southern-illinois-university-carbondale-il/report/2020-01-10/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/southern-illinois-university-carbondale-il/report/2020-01-10/OP/food-dining/OP-8/"
"Southern Oregon University"	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/southern-oregon-university-or/report/"	"https://reports.aashe.org/institutions/southern-oregon-university-or/report/2019-03-01/"	"https://reports.aashe.org/institutions/southern-oregon-university-or/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/southern-oregon-university-or/report/2019-03-01/OP/food-dining/OP-8/"
"St. Lawrence University"	"Silver
                
                    *"	"June 11, 2021"	"https://reports.aashe.org/institutions/st-lawrence-university-ny/report/"	"https://reports.aashe.org/institutions/st-lawrence-university-ny/report/2017-12-14/"	"https://reports.aashe.org/institutions/st-lawrence-university-ny/report/2017-12-14/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/st-lawrence-university-ny/report/2017-12-14/OP/food-dining/OP-8/"
"State University of New York at Brockport"	"Silver"	"Dec. 11, 2021"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-brockport-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-brockport-ny/report/2018-12-12/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-brockport-ny/report/2018-12-12/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-brockport-ny/report/2018-12-12/OP/food-dining/OP-8/"
"State University of New York at Geneseo"	"Silver"	"Nov. 24, 2022"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-geneseo-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-geneseo-ny/report/2019-11-25/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-geneseo-ny/report/2019-11-25/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-geneseo-ny/report/2019-11-25/OP/food-dining/OP-8/"
"State University of New York at New Paltz"	"Silver"	"Sept. 3, 2021"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-new-paltz-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-new-paltz-ny/report/2018-03-08/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-new-paltz-ny/report/2018-03-08/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-new-paltz-ny/report/2018-03-08/OP/food-dining/OP-8/"
"State University of New York at Oneonta"	"Silver"	"Aug. 28, 2021"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oneonta-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oneonta-ny/report/2018-03-02/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oneonta-ny/report/2018-03-02/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oneonta-ny/report/2018-03-02/OP/food-dining/OP-8/"
"State University of New York at Oswego"	"Silver"	"May 11, 2024"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oswego-ny/report/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oswego-ny/report/2021-03-05/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oswego-ny/report/2021-03-05/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/state-university-of-new-york-at-oswego-ny/report/2021-03-05/OP/food-dining/OP-8/"
"Susquehanna University"	"Silver"	"Sept. 25, 2023"	"https://reports.aashe.org/institutions/susquehanna-university-pa/report/"	"https://reports.aashe.org/institutions/susquehanna-university-pa/report/2020-08-21/"	"https://reports.aashe.org/institutions/susquehanna-university-pa/report/2020-08-21/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/susquehanna-university-pa/report/2020-08-21/OP/food-dining/OP-8/"
"Swarthmore College"	"Silver"	"March 6, 2023"	"https://reports.aashe.org/institutions/swarthmore-college-pa/report/"	"https://reports.aashe.org/institutions/swarthmore-college-pa/report/2020-03-06/"	"https://reports.aashe.org/institutions/swarthmore-college-pa/report/2020-03-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/swarthmore-college-pa/report/2020-03-06/OP/food-dining/OP-8/"
"Syracuse University"	"Silver"	"Dec. 11, 2021"	"https://reports.aashe.org/institutions/syracuse-university-ny/report/"	"https://reports.aashe.org/institutions/syracuse-university-ny/report/"	"https://reports.aashe.org/institutions/syracuse-university-ny/report/2018-06-15/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/syracuse-university-ny/report/2018-06-15/OP/food-dining/OP-7/"
"Temple University"	"Silver"	"Feb. 3, 2024"	"https://reports.aashe.org/institutions/temple-university-pa/report/"	"https://reports.aashe.org/institutions/temple-university-pa/report/2020-12-10/"	"https://reports.aashe.org/institutions/temple-university-pa/report/2020-12-10/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/temple-university-pa/report/2020-12-10/OP/food-dining/OP-8/"
"Tennessee Technological University"	"Silver"	"Dec. 17, 2022"	"https://reports.aashe.org/institutions/tennessee-technological-university-tn/report/"	"https://reports.aashe.org/institutions/tennessee-technological-university-tn/report/2019-12-18/"	"https://reports.aashe.org/institutions/tennessee-technological-university-tn/report/2019-12-18/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/tennessee-technological-university-tn/report/2019-12-18/OP/food-dining/OP-8/"
"The New School"	"Silver"	"Aug. 5, 2021"	"https://reports.aashe.org/institutions/the-new-school-ny/report/"	"https://reports.aashe.org/institutions/the-new-school-ny/report/2018-08-06/"	"https://reports.aashe.org/institutions/the-new-school-ny/report/2018-08-06/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/the-new-school-ny/report/2018-08-06/OP/food-dining/OP-8/"
"Tufts University"	"Silver"	"Feb. 28, 2022"	"https://reports.aashe.org/institutions/tufts-university-ma/report/"	"https://reports.aashe.org/institutions/tufts-university-ma/report/2019-03-01/"	"https://reports.aashe.org/institutions/tufts-university-ma/report/2019-03-01/OP/food-dining/OP-7/"	"https://reports.aashe.org/institutions/tufts-university-ma/report/2019-03-01/OP/food-dining/OP-8/"
